No.,Time,Source,Destination,Protocol,Length,Source Port,Destination Port,TCP Flags,Sequence Number,Acknowledgment Number,Window Size,Payload Length,TSval,TSecr,NodeWeight,EdgeWeight,Classification
13756,0.655247,177.199.86.49,172.28.152.205,TCP,74,,,,0.0,1.0,5792.0,0.0,25591796.0,6561478.0,40,40,External
13758,0.655313,172.28.152.205,177.199.86.49,HTTP,94,,,,,,,,,,34,34,Internal
13825,0.657861,177.199.86.49,172.28.152.205,HTTP,409,,,,,,,,,,40,40,External
13831,0.661071,172.28.226.18,68.182.95.92,TCP,74,39713.0,80.0,SYN,0.0,,5840.0,0.0,6561479.0,0.0,10,10,Internal
13832,0.661273,68.182.95.92,172.28.226.18,TCP,74,,,,0.0,1.0,5792.0,0.0,25591797.0,6561479.0,10,10,External
13834,0.661337,172.28.226.18,68.182.95.92,HTTP,95,,,,,,,,,,10,10,Internal
13838,0.661728,68.182.95.92,172.28.226.18,HTTP,592,,,,,,,,,,10,10,External
13853,0.665361,172.28.164.43,149.131.127.26,TCP,74,52299.0,80.0,SYN,0.0,,5840.0,0.0,6561479.0,0.0,18,18,Internal
13854,0.665558,149.131.127.26,172.28.164.43,TCP,74,,,,0.0,1.0,5792.0,0.0,25591798.0,6561479.0,18,18,External
13856,0.665624,172.28.164.43,149.131.127.26,HTTP,94,,,,,,,,,,18,18,Internal
13864,0.671067,149.131.127.26,172.28.164.43,HTTP,694,,,,,,,,,,18,18,External
13874,0.673723,172.28.149.176,116.111.120.94,TCP,74,38297.0,80.0,SYN,0.0,,5840.0,0.0,6561480.0,0.0,120,120,Internal
13875,0.673922,116.111.120.94,172.28.149.176,TCP,74,,,,0.0,1.0,5792.0,0.0,25591798.0,6561480.0,215,215,External
13877,0.673988,172.28.149.176,116.111.120.94,HTTP,95,,,,,,,,,,120,120,Internal
13885,0.676226,172.28.173.48,85.96.63.156,TCP,74,51455.0,80.0,SYN,0.0,,5840.0,0.0,6561480.0,0.0,170,170,Internal
13890,0.676507,85.96.63.156,172.28.173.48,TCP,74,,,,0.0,1.0,5792.0,0.0,25591799.0,6561480.0,239,239,External
13893,0.676592,172.28.173.48,85.96.63.156,HTTP,95,,,,,,,,,,170,170,Internal
14223,0.681276,85.96.63.156,172.28.173.48,HTTP,893,,,,,,,,,,239,239,External
14372,0.684339,172.28.77.100,74.107.78.20,TCP,74,35561.0,80.0,SYN,0.0,,5840.0,0.0,6561481.0,0.0,41,41,Internal
14403,0.68479,74.107.78.20,172.28.77.100,TCP,74,,,,0.0,1.0,5792.0,0.0,25591799.0,6561481.0,45,45,External
14416,0.684909,172.28.77.100,74.107.78.20,HTTP,94,,,,,,,,,,41,41,Internal
14624,0.686467,116.111.120.94,172.28.149.176,HTTP,691,,,,,,,,,,215,215,External
14632,0.68662,74.107.78.20,172.28.77.100,HTTP,799,,,,,,,,,,45,45,External
14719,0.693966,172.28.163.164,23.246.120.22,TCP,74,42564.0,80.0,SYN,0.0,,5840.0,0.0,6561482.0,0.0,28,28,Internal
14720,0.694165,23.246.120.22,172.28.163.164,TCP,74,,,,0.0,1.0,5792.0,0.0,25591800.0,6561482.0,29,29,External
14722,0.694236,172.28.163.164,23.246.120.22,HTTP,93,,,,,,,,,,28,28,Internal
14767,0.696338,23.246.120.22,172.28.163.164,HTTP,1106,,,,,,,,,,29,29,External
14778,0.703727,172.28.187.25,212.28.130.62,TCP,74,44360.0,80.0,SYN,0.0,,5840.0,0.0,6561483.0,0.0,27,27,Internal
14779,0.703928,212.28.130.62,172.28.187.25,TCP,74,,,,0.0,1.0,5792.0,0.0,25591801.0,6561483.0,27,27,External
14781,0.703993,172.28.187.25,212.28.130.62,HTTP,95,,,,,,,,,,27,27,Internal
14800,0.705487,212.28.130.62,172.28.187.25,HTTP,1238,,,,,,,,,,27,27,External
14831,0.707625,172.28.126.203,129.160.83.55,TCP,74,48647.0,80.0,SYN,0.0,,5840.0,0.0,6561483.0,0.0,57,57,Internal
14834,0.707836,129.160.83.55,172.28.126.203,TCP,74,,,,0.0,1.0,5792.0,0.0,25591802.0,6561483.0,98,98,External
14837,0.707906,172.28.126.203,129.160.83.55,HTTP,94,,,,,,,,,,57,57,Internal
14985,0.711352,129.160.83.55,172.28.126.203,HTTP,1260,,,,,,,,,,98,98,External
14991,0.71399,172.28.225.171,221.14.241.181,TCP,74,52193.0,80.0,SYN,0.0,,5840.0,0.0,6561484.0,0.0,5,5,Internal
14992,0.714189,221.14.241.181,172.28.225.171,TCP,74,,,,0.0,1.0,5792.0,0.0,25591802.0,6561484.0,5,5,External
14994,0.714255,172.28.225.171,221.14.241.181,HTTP,94,,,,,,,,,,5,5,Internal
14996,0.714645,221.14.241.181,172.28.225.171,HTTP,590,,,,,,,,,,5,5,External
15001,0.719173,172.28.83.131,112.150.23.20,TCP,74,37152.0,80.0,SYN,0.0,,5840.0,0.0,6561484.0,0.0,8,8,Internal
15002,0.719371,112.150.23.20,172.28.83.131,TCP,74,,,,0.0,1.0,5792.0,0.0,25591803.0,6561484.0,8,8,External
15005,0.71944,172.28.83.131,112.150.23.20,HTTP,94,,,,,,,,,,8,8,Internal
15014,0.720387,112.150.23.20,172.28.83.131,HTTP,567,,,,,,,,,,8,8,External
15019,0.721669,172.28.183.151,215.22.108.207,TCP,74,34691.0,80.0,SYN,0.0,,5840.0,0.0,6561485.0,0.0,12,12,Internal
15020,0.72187,215.22.108.207,172.28.183.151,TCP,74,,,,0.0,1.0,5792.0,0.0,25591803.0,6561485.0,12,12,External
15022,0.721938,172.28.183.151,215.22.108.207,HTTP,94,,,,,,,,,,12,12,Internal
15028,0.722619,172.28.4.88,175.30.22.91,HTTP,152,,,,,,,,,,29,29,Internal
15037,0.723071,175.30.22.91,172.28.4.88,TCP,1514,80.0,42981.0,ACK,1.0,87.0,46.0,1448.0,25591803.0,6376609.0,42,42,External
15041,0.723381,172.28.4.88,175.30.22.91,TCP,66,42981.0,80.0,ACK,87.0,1449.0,114.0,0.0,6376610.0,25591803.0,29,29,Internal
15045,0.723395,215.22.108.207,172.28.183.151,HTTP,1092,,,,,,,,,,12,12,External
15071,0.724722,172.28.124.10,76.40.109.121,TCP,74,50321.0,80.0,SYN,0.0,,5840.0,0.0,6561485.0,0.0,39,39,Internal
15081,0.724934,76.40.109.121,172.28.124.10,TCP,74,,,,0.0,1.0,5792.0,0.0,25591803.0,6561485.0,56,56,External
15083,0.725001,172.28.124.10,76.40.109.121,HTTP,94,,,,,,,,,,39,39,Internal
15117,0.725891,175.30.22.91,172.28.4.88,HTTP,399,,,,,,,,,,42,42,External
15198,0.727742,76.40.109.121,172.28.124.10,HTTP,72,,,,,,,,,,56,56,External
15205,0.733701,172.28.225.81,110.210.130.224,TCP,74,54736.0,80.0,SYN,0.0,,5840.0,0.0,6561486.0,0.0,132,132,Internal
15206,0.733902,110.210.130.224,172.28.225.81,TCP,74,,,,0.0,1.0,5792.0,0.0,25591804.0,6561486.0,196,196,External
15209,0.733973,172.28.225.81,110.210.130.224,HTTP,94,,,,,,,,,,132,132,Internal
15212,0.743401,172.28.206.226,58.231.224.128,TCP,74,43093.0,80.0,SYN,0.0,,5840.0,0.0,6561487.0,0.0,9,9,Internal
15213,0.743599,58.231.224.128,172.28.206.226,TCP,74,,,,0.0,1.0,5792.0,0.0,25591805.0,6561487.0,9,9,External
15215,0.743665,172.28.206.226,58.231.224.128,HTTP,94,,,,,,,,,,9,9,Internal
15224,0.74465,58.231.224.128,172.28.206.226,HTTP,1374,,,,,,,,,,9,9,External
15230,0.749316,172.28.224.140,17.60.93.116,TCP,74,34627.0,80.0,SYN,0.0,,5840.0,0.0,6561487.0,0.0,5,5,Internal
15231,0.749516,17.60.93.116,172.28.224.140,TCP,74,,,,0.0,1.0,5792.0,0.0,25591806.0,6561487.0,5,5,External
15234,0.749581,172.28.224.140,17.60.93.116,HTTP,94,,,,,,,,,,5,5,Internal
15237,0.749976,17.60.93.116,172.28.224.140,HTTP,600,,,,,,,,,,5,5,External
15472,0.760056,172.28.185.115,210.87.19.172,TCP,74,49438.0,80.0,SYN,0.0,,5840.0,0.0,6561489.0,0.0,37,37,Internal
15554,0.760479,110.210.130.224,172.28.225.81,HTTP,488,,,,,,,,,,196,196,External
15555,0.76048,210.87.19.172,172.28.185.115,TCP,74,,,,0.0,1.0,5792.0,0.0,25591807.0,6561489.0,37,37,External
15566,0.760578,172.28.185.115,210.87.19.172,HTTP,94,,,,,,,,,,37,37,Internal
15603,0.762573,210.87.19.172,172.28.185.115,HTTP,882,,,,,,,,,,37,37,External
15639,0.770169,172.28.205.186,137.73.116.62,TCP,74,42395.0,80.0,SYN,0.0,,5840.0,0.0,6561490.0,0.0,5,5,Internal
15640,0.770371,137.73.116.62,172.28.205.186,TCP,74,,,,0.0,1.0,5792.0,0.0,25591808.0,6561490.0,5,5,External
15642,0.770437,172.28.205.186,137.73.116.62,HTTP,95,,,,,,,,,,5,5,Internal
15644,0.770838,137.73.116.62,172.28.205.186,HTTP,598,,,,,,,,,,5,5,External
15649,0.775243,172.28.139.237,12.7.198.187,TCP,74,60566.0,80.0,SYN,0.0,,5840.0,0.0,6561490.0,0.0,8,8,Internal
15650,0.775441,12.7.198.187,172.28.139.237,TCP,74,,,,0.0,1.0,5792.0,0.0,25591809.0,6561490.0,8,8,External
15652,0.775511,172.28.139.237,12.7.198.187,HTTP,94,,,,,,,,,,8,8,Internal
15660,0.776459,12.7.198.187,172.28.139.237,HTTP,916,,,,,,,,,,8,8,External
15665,0.782847,172.28.94.82,85.73.163.181,TCP,74,46852.0,80.0,SYN,0.0,,5840.0,0.0,6561491.0,0.0,8,8,Internal
15666,0.783047,85.73.163.181,172.28.94.82,TCP,74,,,,0.0,1.0,5792.0,0.0,25591809.0,6561491.0,8,8,External
15668,0.783112,172.28.94.82,85.73.163.181,HTTP,94,,,,,,,,,,8,8,Internal
15676,0.790556,85.73.163.181,172.28.94.82,HTTP,792,,,,,,,,,,8,8,External
15681,0.791466,172.28.156.124,65.79.188.195,TCP,74,34991.0,80.0,SYN,0.0,,5840.0,0.0,6561492.0,0.0,18,18,Internal
15682,0.791665,65.79.188.195,172.28.156.124,TCP,74,,,,0.0,1.0,5792.0,0.0,25591810.0,6561492.0,18,18,External
15684,0.791732,172.28.156.124,65.79.188.195,HTTP,94,,,,,,,,,,18,18,Internal
15706,0.793299,65.79.188.195,172.28.156.124,HTTP,645,,,,,,,,,,18,18,External
15717,0.797202,172.28.163.230,43.29.217.101,TCP,74,49198.0,80.0,SYN,0.0,,5840.0,0.0,6561492.0,0.0,10,10,Internal
15718,0.797399,43.29.217.101,172.28.163.230,TCP,74,,,,0.0,1.0,5792.0,0.0,25591811.0,6561492.0,10,10,External
15720,0.797468,172.28.163.230,43.29.217.101,HTTP,94,,,,,,,,,,10,10,Internal
15724,0.803381,172.28.205.169,117.153.129.159,TCP,74,54704.0,80.0,SYN,0.0,,5840.0,0.0,6561493.0,0.0,18,18,Internal
15725,0.803582,117.153.129.159,172.28.205.169,TCP,74,,,,0.0,1.0,5792.0,0.0,25591811.0,6561493.0,18,18,External
15728,0.803656,172.28.205.169,117.153.129.159,HTTP,93,,,,,,,,,,18,18,Internal
15739,0.805165,43.29.217.101,172.28.163.230,HTTP,820,,,,,,,,,,10,10,External
15753,0.808458,117.153.129.159,172.28.205.169,HTTP,470,,,,,,,,,,18,18,External
15777,0.811718,172.28.228.62,9.106.213.124,TCP,74,35019.0,80.0,SYN,0.0,,5840.0,0.0,6561494.0,0.0,11,11,Internal
15778,0.811919,9.106.213.124,172.28.228.62,TCP,74,,,,0.0,1.0,5792.0,0.0,25591812.0,6561494.0,11,11,External
15780,0.811986,172.28.228.62,9.106.213.124,HTTP,94,,,,,,,,,,11,11,Internal
15795,0.813401,9.106.213.124,172.28.228.62,HTTP,445,,,,,,,,,,11,11,External
15799,0.819539,172.28.206.225,86.178.37.65,TCP,74,37049.0,80.0,SYN,0.0,,5840.0,0.0,6561494.0,0.0,35,35,Internal
15800,0.819742,86.178.37.65,172.28.206.225,TCP,74,,,,0.0,1.0,5792.0,0.0,25591813.0,6561494.0,45,45,External
15802,0.819809,172.28.206.225,86.178.37.65,HTTP,94,,,,,,,,,,35,35,Internal
15873,0.822395,86.178.37.65,172.28.206.225,HTTP,615,,,,,,,,,,45,45,External
15879,0.825645,172.28.81.109,71.175.220.17,TCP,74,50443.0,80.0,SYN,0.0,,5840.0,0.0,6561495.0,0.0,25,25,Internal
15880,0.825845,71.175.220.17,172.28.81.109,TCP,74,,,,0.0,1.0,5792.0,0.0,25591814.0,6561495.0,25,25,External
15882,0.82591,172.28.81.109,71.175.220.17,HTTP,94,,,,,,,,,,25,25,Internal
15920,0.827965,71.175.220.17,172.28.81.109,HTTP,330,,,,,,,,,,25,25,External
15929,0.836182,172.28.73.143,167.6.223.119,TCP,74,49575.0,80.0,SYN,0.0,,5840.0,0.0,6561496.0,0.0,8,8,Internal
15930,0.836384,167.6.223.119,172.28.73.143,TCP,74,,,,0.0,1.0,5792.0,0.0,25591815.0,6561496.0,8,8,External
15932,0.836456,172.28.73.143,167.6.223.119,HTTP,94,,,,,,,,,,8,8,Internal
15934,0.840247,172.28.138.97,176.90.188.150,TCP,74,53577.0,80.0,SYN,0.0,,5840.0,0.0,6561497.0,0.0,65,65,Internal
15935,0.84045,176.90.188.150,172.28.138.97,TCP,74,,,,0.0,1.0,5792.0,0.0,25591815.0,6561497.0,116,116,External
15937,0.84052,172.28.138.97,176.90.188.150,HTTP,95,,,,,,,,,,65,65,Internal
16118,0.844176,167.6.223.119,172.28.73.143,HTTP,843,,,,,,,,,,8,8,External
16119,0.844185,176.90.188.150,172.28.138.97,HTTP,1095,,,,,,,,,,116,116,External
16128,0.847928,Cisco_9e:7e:d8,Spanning-tree-(for-bridges)_00,STP,60,,,,,,,,,,34,34,Invalid IP
16129,0.847963,Cisco_9e:7e:d9,Spanning-tree-(for-bridges)_00,STP,60,,,,,,,,,,34,34,Invalid IP
16130,0.847987,Cisco_9e:7e:df,Spanning-tree-(for-bridges)_00,STP,60,,,,,,,,,,34,34,Invalid IP
16131,0.84801,Cisco_9e:7e:e0,Spanning-tree-(for-bridges)_00,STP,60,,,,,,,,,,34,34,Invalid IP
16132,0.848032,Cisco_9e:7e:e1,Spanning-tree-(for-bridges)_00,STP,60,,,,,,,,,,34,34,Invalid IP
16133,0.848055,Cisco_9e:7e:e3,Spanning-tree-(for-bridges)_00,STP,60,,,,,,,,,,34,34,Invalid IP
16134,0.848078,Cisco_9e:7e:e4,Spanning-tree-(for-bridges)_00,STP,60,,,,,,,,,,34,34,Invalid IP
16135,0.848101,Cisco_9e:7e:e6,Spanning-tree-(for-bridges)_00,STP,60,,,,,,,,,,34,34,Invalid IP
16136,0.848123,Cisco_9e:7e:e8,Spanning-tree-(for-bridges)_00,STP,60,,,,,,,,,,34,34,Invalid IP
16137,0.848146,Cisco_9e:7e:ef,Spanning-tree-(for-bridges)_00,STP,60,,,,,,,,,,34,34,Invalid IP
16138,0.848716,172.28.178.96,38.11.8.143,TCP,74,44945.0,80.0,SYN,0.0,,5840.0,0.0,6561497.0,0.0,20,20,Internal
16139,0.848916,38.11.8.143,172.28.178.96,TCP,74,,,,0.0,1.0,5792.0,0.0,25591816.0,6561497.0,20,20,External
16141,0.848981,172.28.178.96,38.11.8.143,HTTP,95,,,,,,,,,,20,20,Internal
16175,0.850925,38.11.8.143,172.28.178.96,HTTP,246,,,,,,,,,,20,20,External
16180,0.859326,172.28.175.75,162.246.173.214,TCP,74,41572.0,80.0,SYN,0.0,,5840.0,0.0,6561498.0,0.0,9,9,Internal
16181,0.859567,162.246.173.214,172.28.175.75,TCP,74,,,,0.0,1.0,5792.0,0.0,25591817.0,6561498.0,9,9,External
16183,0.859633,172.28.175.75,162.246.173.214,HTTP,95,,,,,,,,,,9,9,Internal
16194,0.860612,162.246.173.214,172.28.175.75,HTTP,510,,,,,,,,,,9,9,External
16200,0.865654,172.28.181.196,153.204.103.168,TCP,74,48781.0,80.0,SYN,0.0,,5840.0,0.0,6561499.0,0.0,10,10,Internal
16201,0.865854,153.204.103.168,172.28.181.196,TCP,74,,,,0.0,1.0,5792.0,0.0,25591818.0,6561499.0,10,10,External
16203,0.865923,172.28.181.196,153.204.103.168,HTTP,94,,,,,,,,,,10,10,Internal
16207,0.866307,153.204.103.168,172.28.181.196,HTTP,600,,,,,,,,,,10,10,External
16222,0.873797,172.28.34.235,76.6.196.36,TCP,74,54457.0,80.0,SYN,0.0,,5840.0,0.0,6561500.0,0.0,65,65,Internal
16223,0.873994,76.6.196.36,172.28.34.235,TCP,74,,,,0.0,1.0,5792.0,0.0,25591818.0,6561500.0,112,112,External
16225,0.874063,172.28.34.235,76.6.196.36,HTTP,95,,,,,,,,,,65,65,Internal
16229,0.877416,70.98.25.66,172.28.13.10,TCP,66,,,,1.0,1.0,64.0,0.0,24975488.0,6374346.0,1,1,External
16230,0.877549,172.28.13.10,70.98.25.66,TCP,66,80.0,39460.0,ACK,1.0,2.0,46.0,0.0,6376625.0,24975488.0,1,1,Internal
16231,0.877636,70.98.25.62,172.28.13.74,TCP,74,45057.0,80.0,SYN,0.0,,5840.0,0.0,24975488.0,0.0,18,18,External
16232,0.877807,172.28.13.74,70.98.25.62,TCP,74,,,,0.0,1.0,5792.0,0.0,6376625.0,24975488.0,16,16,Internal
16234,0.878234,70.98.25.62,172.28.13.74,HTTP,144,,,,,,,,,,18,18,External
16236,0.882701,172.28.142.134,125.59.49.70,TCP,74,52581.0,80.0,SYN,0.0,,5840.0,0.0,6561501.0,0.0,23,23,Internal
16237,0.8829,125.59.49.70,172.28.142.134,TCP,74,,,,0.0,1.0,5792.0,0.0,25591819.0,6561501.0,23,23,External
16241,0.883,172.28.142.134,125.59.49.70,HTTP,94,,,,,,,,,,23,23,Internal
16265,0.884039,70.98.38.99,172.28.13.71,TCP,66,,,,1.0,1.0,65.0,0.0,24975488.0,6374575.0,2,2,External
16266,0.884175,172.28.13.71,70.98.38.99,TCP,66,80.0,47631.0,ACK,1.0,2.0,46.0,0.0,6376626.0,24975488.0,2,2,Internal
16296,0.884658,172.28.13.74,70.98.25.62,HTTP,1397,,,,,,,,,,16,16,Internal
16353,0.885451,125.59.49.70,172.28.142.134,HTTP,931,,,,,,,,,,23,23,External
16468,0.886624,76.6.196.36,172.28.34.235,HTTP,848,,,,,,,,,,112,112,External
16475,0.893527,172.28.166.42,129.148.59.163,TCP,74,47457.0,80.0,SYN,0.0,,5840.0,0.0,6561502.0,0.0,69,69,Internal
16476,0.893727,129.148.59.163,172.28.166.42,TCP,74,,,,0.0,1.0,5792.0,0.0,25591820.0,6561502.0,128,128,External
16478,0.893793,172.28.166.42,129.148.59.163,HTTP,95,,,,,,,,,,69,69,Internal
16668,0.89761,129.148.59.163,172.28.166.42,HTTP,383,,,,,,,,,,128,128,External
16676,0.902637,172.28.145.243,193.168.132.190,TCP,74,53594.0,80.0,SYN,0.0,,5840.0,0.0,6561503.0,0.0,30,30,Internal
16677,0.902838,193.168.132.190,172.28.145.243,TCP,74,,,,0.0,1.0,5792.0,0.0,25591821.0,6561503.0,34,34,External
16679,0.902907,172.28.145.243,193.168.132.190,HTTP,94,,,,,,,,,,30,30,Internal
16734,0.90508,193.168.132.190,172.28.145.243,HTTP,1199,,,,,,,,,,34,34,External
16742,0.906958,172.28.224.53,186.160.83.19,TCP,74,35423.0,80.0,SYN,0.0,,5840.0,0.0,6561503.0,0.0,31,31,Internal
16743,0.907156,186.160.83.19,172.28.224.53,TCP,74,,,,0.0,1.0,5792.0,0.0,25591822.0,6561503.0,34,34,External
16745,0.907224,172.28.224.53,186.160.83.19,HTTP,95,,,,,,,,,,31,31,Internal
16775,0.908945,172.28.71.61,113.217.49.108,TCP,74,49126.0,80.0,SYN,0.0,,5840.0,0.0,6561503.0,0.0,17,17,Internal
16802,0.909396,186.160.83.19,172.28.224.53,HTTP,1243,,,,,,,,,,34,34,External
16803,0.909397,113.217.49.108,172.28.71.61,TCP,74,,,,0.0,1.0,5792.0,0.0,25591822.0,6561503.0,17,17,External
16808,0.909499,172.28.71.61,113.217.49.108,HTTP,93,,,,,,,,,,17,17,Internal
16832,0.916121,113.217.49.108,172.28.71.61,HTTP,1045,,,,,,,,,,17,17,External
16843,0.918271,172.28.64.53,84.50.76.56,TCP,74,59884.0,80.0,SYN,0.0,,5840.0,0.0,6561504.0,0.0,40,40,Internal
16844,0.918471,84.50.76.56,172.28.64.53,TCP,74,,,,0.0,1.0,5792.0,0.0,25591823.0,6561504.0,56,56,External
16846,0.918537,172.28.64.53,84.50.76.56,HTTP,94,,,,,,,,,,40,40,Internal
16860,0.923938,172.28.145.3,95.41.125.34,TCP,74,36477.0,80.0,SYN,0.0,,5840.0,0.0,6561505.0,0.0,8,8,Internal
16869,0.924198,95.41.125.34,172.28.145.3,TCP,74,,,,0.0,1.0,5792.0,0.0,25591823.0,6561505.0,8,8,External
16876,0.924301,172.28.145.3,95.41.125.34,HTTP,94,,,,,,,,,,8,8,Internal
16936,0.92537,84.50.76.56,172.28.64.53,HTTP,571,,,,,,,,,,56,56,External
16950,0.931738,95.41.125.34,172.28.145.3,HTTP,1044,,,,,,,,,,8,8,External
16955,0.934097,172.28.138.151,169.252.197.119,TCP,74,52392.0,80.0,SYN,0.0,,5840.0,0.0,6561506.0,0.0,37,37,Internal
16956,0.9343,169.252.197.119,172.28.138.151,TCP,74,,,,0.0,1.0,5792.0,0.0,25591824.0,6561506.0,37,37,External
16958,0.934371,172.28.138.151,169.252.197.119,HTTP,94,,,,,,,,,,37,37,Internal
16976,0.935865,169.252.197.119,172.28.138.151,HTTP,736,,,,,,,,,,37,37,External
17029,0.9448,172.28.201.57,89.56.103.204,TCP,74,37473.0,80.0,SYN,0.0,,5840.0,0.0,6561507.0,0.0,27,27,Internal
17030,0.945003,89.56.103.204,172.28.201.57,TCP,74,,,,0.0,1.0,5792.0,0.0,25591825.0,6561507.0,28,28,External
17032,0.945067,172.28.201.57,89.56.103.204,HTTP,93,,,,,,,,,,27,27,Internal
17034,0.948969,172.28.185.92,81.232.153.35,TCP,74,51038.0,80.0,SYN,0.0,,5840.0,0.0,6561507.0,0.0,188,188,Internal
17035,0.94917,81.232.153.35,172.28.185.92,TCP,74,,,,0.0,1.0,5792.0,0.0,25591826.0,6561507.0,258,258,External
17037,0.949234,172.28.185.92,81.232.153.35,HTTP,94,,,,,,,,,,188,188,Internal
17077,0.951056,89.56.103.204,172.28.201.57,HTTP,199,,,,,,,,,,28,28,External
17089,0.953424,172.28.75.31,55.66.187.111,TCP,74,34900.0,80.0,SYN,0.0,,5840.0,0.0,6561508.0,0.0,41,41,Internal
17090,0.953626,55.66.187.111,172.28.75.31,TCP,74,,,,0.0,1.0,5792.0,0.0,25591826.0,6561508.0,50,50,External
17092,0.953696,172.28.75.31,55.66.187.111,HTTP,95,,,,,,,,,,41,41,Internal
17106,0.963093,172.28.226.134,133.227.215.92,TCP,74,45464.0,80.0,SYN,0.0,,5840.0,0.0,6561509.0,0.0,52,52,Internal
17115,0.963388,133.227.215.92,172.28.226.134,TCP,74,,,,0.0,1.0,5792.0,0.0,25591827.0,6561509.0,82,82,External
17122,0.963496,172.28.226.134,133.227.215.92,HTTP,95,,,,,,,,,,52,52,Internal
17453,0.967011,133.227.215.92,172.28.226.134,HTTP,92,,,,,,,,,,82,82,External
17536,0.96993,55.66.187.111,172.28.75.31,HTTP,262,,,,,,,,,,50,50,External
17638,0.971619,172.28.38.186,12.154.99.84,TCP,74,59554.0,80.0,SYN,0.0,,5840.0,0.0,6561510.0,0.0,98,98,Internal
17639,0.971817,12.154.99.84,172.28.38.186,TCP,74,,,,0.0,1.0,5792.0,0.0,25591828.0,6561510.0,188,188,External
17641,0.971883,172.28.38.186,12.154.99.84,HTTP,94,,,,,,,,,,98,98,Internal
17774,0.973978,81.232.153.35,172.28.185.92,HTTP,1149,,,,,,,,,,258,258,External
18032,0.976794,12.154.99.84,172.28.38.186,HTTP,564,,,,,,,,,,188,188,External
18041,0.98315,172.28.50.3,65.120.41.88,TCP,74,41957.0,80.0,SYN,0.0,,5840.0,0.0,6561511.0,0.0,8,8,Internal
18042,0.983351,65.120.41.88,172.28.50.3,TCP,74,,,,0.0,1.0,5792.0,0.0,25591829.0,6561511.0,8,8,External
18044,0.983419,172.28.50.3,65.120.41.88,HTTP,94,,,,,,,,,,8,8,Internal
18052,0.984368,65.120.41.88,172.28.50.3,HTTP,868,,,,,,,,,,8,8,External
18057,0.990965,172.28.187.226,141.93.231.143,TCP,74,39024.0,80.0,SYN,0.0,,5840.0,0.0,6561512.0,0.0,41,41,Internal
18058,0.991168,141.93.231.143,172.28.187.226,TCP,74,,,,0.0,1.0,5792.0,0.0,25591830.0,6561512.0,47,47,External
18060,0.991234,172.28.187.226,141.93.231.143,HTTP,94,,,,,,,,,,41,41,Internal
18070,0.992224,141.93.231.143,172.28.187.226,HTTP,145,,,,,,,,,,47,47,External
18145,1.001103,172.28.226.116,82.105.28.78,TCP,74,42335.0,80.0,SYN,0.0,,5840.0,0.0,6561513.0,0.0,5,5,Internal
18146,1.001303,82.105.28.78,172.28.226.116,TCP,74,,,,0.0,1.0,5792.0,0.0,25591831.0,6561513.0,5,5,External
18148,1.001374,172.28.226.116,82.105.28.78,HTTP,94,,,,,,,,,,5,5,Internal
18150,1.001765,82.105.28.78,172.28.226.116,HTTP,595,,,,,,,,,,5,5,External
18155,1.010011,172.28.201.105,6.168.21.100,TCP,74,41548.0,80.0,SYN,0.0,,5840.0,0.0,6561514.0,0.0,45,45,Internal
18156,1.010211,6.168.21.100,172.28.201.105,TCP,74,,,,0.0,1.0,5792.0,0.0,25591832.0,6561514.0,49,49,External
18158,1.010281,172.28.201.105,6.168.21.100,HTTP,94,,,,,,,,,,45,45,Internal
18217,1.012693,6.168.21.100,172.28.201.105,HTTP,1461,,,,,,,,,,49,49,External
18249,1.016181,172.28.229.227,62.181.37.136,TCP,74,51803.0,80.0,SYN,0.0,,5840.0,0.0,6561514.0,0.0,12,12,Internal
18250,1.016382,62.181.37.136,172.28.229.227,TCP,74,,,,0.0,1.0,5792.0,0.0,25591833.0,6561514.0,12,12,External
18252,1.016452,172.28.229.227,62.181.37.136,HTTP,94,,,,,,,,,,12,12,Internal
18268,1.024739,62.181.37.136,172.28.229.227,HTTP,276,,,,,,,,,,12,12,External
18273,1.026124,172.28.156.212,154.250.173.36,TCP,74,51369.0,80.0,SYN,0.0,,5840.0,0.0,6561515.0,0.0,9,9,Internal
18274,1.026321,154.250.173.36,172.28.156.212,TCP,74,,,,0.0,1.0,5792.0,0.0,25591834.0,6561515.0,9,9,External
18276,1.026392,172.28.156.212,154.250.173.36,HTTP,95,,,,,,,,,,9,9,Internal
18285,1.027357,154.250.173.36,172.28.156.212,HTTP,533,,,,,,,,,,9,9,External
18291,1.032729,172.28.156.220,122.163.89.84,TCP,74,34174.0,80.0,SYN,0.0,,5840.0,0.0,6561516.0,0.0,10,10,Internal
18292,1.032927,122.163.89.84,172.28.156.220,TCP,74,,,,0.0,1.0,5792.0,0.0,25591834.0,6561516.0,10,10,External
18294,1.032992,172.28.156.220,122.163.89.84,HTTP,95,,,,,,,,,,10,10,Internal
18296,1.033374,122.163.89.84,172.28.156.220,HTTP,594,,,,,,,,,,10,10,External
18311,1.035882,172.28.179.54,67.159.40.113,TCP,74,36831.0,80.0,SYN,0.0,,5840.0,0.0,6561516.0,0.0,107,107,Internal
18312,1.036079,67.159.40.113,172.28.179.54,TCP,74,,,,0.0,1.0,5792.0,0.0,25591835.0,6561516.0,201,201,External
18314,1.036147,172.28.179.54,67.159.40.113,HTTP,95,,,,,,,,,,107,107,Internal
